x,y,cluster
10.2646055,5.2067137,-1
11.054582,8.888153,-1
10.333087,8.543729,-1
6.4773583,6.5973105,-1
10.29061,5.0252843,-1
5.675209,7.8896995,-1
7.1662087,6.118298,-1
7.2893634,6.2356715,-1
13.420711,7.592723,-1
7.0338416,5.0168223,-1
11.317485,8.166991,-1
9.789299,7.5596294,-1
9.727648,8.115246,-1
5.2101326,7.159389,-1
7.343016,5.73163,-1
6.8092413,7.432244,-1
12.778166,11.341992,-1
9.907496,3.38824,15
4.783538,7.128779,22
13.869762,7.1865754,-1
10.377137,12.847105,-1
9.994292,12.396364,-1
8.490336,10.571155,-1
10.206075,14.2777405,-1
11.059742,8.238923,-1
6.996153,13.737947,-1
10.79561,14.058732,-1
11.54337,8.570851,-1
11.11395,13.461904,-1
10.434707,8.237045,-1
10.212481,8.502797,-1
7.083761,14.485176,-1
10.409933,11.857065,-1
10.6006565,6.9702644,-1
10.547944,12.06846,-1
7.950368,13.047228,-1
6.9722347,13.756355,-1
7.020576,13.665153,-1
7.789609,13.188679,-1
7.0007224,13.731937,-1
7.1656647,13.54487,-1
10.31317,12.895103,-1
9.823934,11.27017,-1
10.535583,12.551416,-1
7.691507,7.347113,-1
10.46968,8.257263,-1
10.389665,8.179671,-1
6.9929914,13.692784,-1
7.1032257,13.465706,-1
8.07041,13.521157,-1
8.923938,14.191922,-1
9.050364,14.14128,-1
6.9556117,13.605443,-1
8.11743,13.727484,-1
7.7144737,12.99243,-1
6.32765,6.903049,-1
7.0535817,13.631596,-1
7.1751723,6.3745747,-1
10.775426,13.359669,-1
6.069639,6.963331,-1
5.533529,8.199977,-1
6.9844646,13.720786,-1
10.399666,6.5372877,-1
5.5830092,8.086316,-1
6.98309,13.708782,-1
10.241777,9.547835,-1
7.1237664,13.733697,-1
9.3821,12.548195,-1
7.0940604,13.54428,-1
10.354346,11.279094,-1
10.991618,11.893603,-1
6.9959874,13.746413,-1
6.9762926,13.7251625,-1
12.299321,12.05556,-1
11.477867,13.774609,-1
9.363212,12.10944,-1
6.990437,13.725932,-1
8.959249,14.789475,-1
5.8374,7.096066,-1
12.740937,11.636766,-1
6.956357,13.649757,-1
10.485138,11.36296,-1
8.741729,8.29741,-1
10.037237,12.328003,-1
7.145913,13.514815,-1
9.994538,12.191066,-1
10.455305,12.587606,-1
7.0838943,13.680924,-1
10.392393,11.499255,-1
9.06426,11.148697,-1
10.514279,11.297855,-1
7.0100107,13.684933,-1
8.340952,5.9245367,-1
7.359856,12.552761,-1
10.413656,12.082846,-1
7.0114055,13.737479,-1
10.986267,9.565426,-1
9.867216,12.379826,-1
8.044481,13.4551,-1
9.895948,12.524693,-1
6.99668,13.713289,-1
7.011369,14.641149,-1
6.033918,7.7777247,-1
10.120647,11.316924,-1
6.980767,13.710161,-1
8.055844,13.3615885,-1
10.117817,12.348096,-1
7.007713,13.738164,-1
6.7751427,6.838519,-1
7.018921,13.720231,-1
7.066419,13.707132,-1
5.5172453,8.106397,-1
9.571282,11.889968,-1
6.0288033,6.2377105,-1
8.584334,12.557856,-1
7.135219,13.223944,-1
11.321554,8.596952,-1
6.415583,9.597665,-1
7.064807,13.67106,-1
7.0424576,13.637931,-1
7.8168,13.351778,-1
9.748644,11.780623,-1
7.036348,13.679487,-1
7.0599313,13.676213,-1
5.549665,8.161706,-1
5.99389,6.925504,-1
6.9935064,13.709586,-1
9.99124,12.229452,-1
7.011597,13.678224,-1
9.832737,11.129274,-1
10.0499115,9.135131,-1
5.680308,7.1969094,-1
6.9903097,13.670884,-1
6.9890585,13.655583,-1
8.326189,13.244446,-1
7.0522237,13.526239,-1
7.1171927,13.633119,-1
10.663356,10.8689575,-1
5.3864202,8.285823,-1
15.569532,11.861666,-1
6.986069,13.719093,-1
7.1579185,13.714206,-1
10.048333,8.573666,-1
7.075654,13.657421,-1
8.610289,9.814265,-1
7.123924,13.594551,-1
9.696002,10.584697,-1
7.039496,13.67598,-1
9.125686,10.598897,-1
7.006522,13.75062,-1
11.690635,9.012421,-1
8.210847,13.379592,-1
7.007385,13.719104,-1
7.0294013,13.699029,-1
10.406514,11.429041,-1
7.011979,13.679313,-1
6.967477,13.591458,-1
7.033856,13.727976,-1
7.014532,13.700935,-1
7.0106635,13.697757,-1
7.9232554,12.543657,-1
7.060641,13.651594,-1
10.361034,12.85936,-1
10.444376,11.452063,-1
7.0500097,13.358016,-1
5.6386485,7.834635,-1
8.52177,10.187112,-1
10.18963,12.906163,-1
6.9822965,13.694536,-1
6.9952602,13.697577,-1
6.988253,13.703905,-1
9.440759,13.191657,-1
9.716263,13.132305,-1
10.170788,12.382718,-1
10.428823,11.441607,-1
7.01059,13.730805,-1
8.606893,13.851404,-1
10.091484,11.660422,-1
7.0884986,13.546167,-1
7.0639157,13.374775,-1
10.397138,11.413319,-1
7.983027,12.977354,-1
11.465719,10.31476,-1
9.774558,12.809825,-1
5.5214233,8.177868,-1
11.493573,8.094863,-1
7.02382,13.71807,-1
9.506301,13.0888815,-1
7.033413,13.710925,-1
7.110866,6.5173893,-1
9.038419,10.400144,-1
7.080042,13.617067,-1
5.7980647,7.0946326,-1
9.884825,10.545605,-1
7.036956,13.7182255,-1
7.2910066,13.056718,-1
7.05464,13.70437,-1
7.0164294,13.72167,-1
8.597501,13.748138,-1
8.359989,14.199107,-1
7.131063,13.583511,-1
7.027608,13.6785345,-1
7.0337057,13.718658,-1
11.474333,8.4802685,-1
10.385666,11.568481,-1
2.9708602,13.840938,-1
8.655085,10.373255,-1
6.810254,6.3642807,-1
7.438032,4.829152,-1
8.276835,6.5334578,-1
7.778188,8.880249,-1
9.964538,9.01204,-1
9.727562,10.468574,-1
7.218188,9.6884365,-1
12.700888,10.710647,-1
10.658708,7.8848705,-1
7.0669627,8.87546,-1
8.31591,8.857308,-1
4.9486713,4.6278596,-1
6.643594,7.5545764,-1
9.64098,9.389264,-1
4.932614,4.627324,-1
4.982571,4.6570396,-1
6.715099,6.502879,-1
12.775,11.483013,-1
12.931257,11.482951,-1
10.619328,6.5358305,-1
11.186053,9.514421,-1
13.631524,12.053543,-1
8.278745,11.750518,-1
6.205802,6.8974605,-1
8.221442,6.5674295,-1
4.7209735,7.1329007,22
5.0534563,6.9692464,22
9.014713,11.406504,-1
4.9875565,4.6442523,-1
7.375553,5.6126127,-1
9.530609,10.922055,-1
4.924001,4.611375,-1
5.1287465,4.7365704,-1
6.755508,6.370159,-1
7.1678863,6.2583976,-1
5.1442676,4.771653,-1
6.753348,6.3450723,-1
4.9453654,4.6834426,-1
6.243886,5.7125244,-1
4.931286,4.6468544,-1
9.580971,10.185099,-1
10.040145,10.156619,-1
9.235229,10.026048,-1
10.180485,8.170524,-1
9.576898,10.495212,-1
9.552433,10.552748,-1
6.585155,7.003217,-1
8.342913,10.926207,-1
8.5120735,10.599093,-1
12.315032,9.024951,16
13.206653,7.7808847,-1
5.818349,6.7815495,-1
9.4654045,3.067284,-1
4.5913935,7.206704,22
4.7302938,7.1135263,-1
6.9826126,6.75599,-1
6.8854294,6.499541,-1
6.841791,6.713862,-1
10.7801895,6.5427604,-1
9.741788,12.583375,-1
5.726454,7.1916084,-1
8.031429,10.778316,-1
4.5158043,8.941239,-1
9.774738,12.51517,-1
10.556338,6.0336776,-1
10.8043165,10.710131,-1
9.511469,2.9578152,15
9.46724,3.1021318,-1
6.293515,7.6063,-1
7.2558947,10.269775,-1
7.3820686,4.647315,-1
11.164343,8.871939,-1
7.0759172,6.1461163,-1
5.022127,6.9665437,22
6.182866,7.344536,-1
9.36444,12.677852,-1
10.602122,10.164843,-1
8.462755,13.731632,-1
8.378792,12.831405,-1
10.411192,10.620621,-1
10.610339,10.511166,-1
8.682711,10.497593,-1
7.2901907,11.202415,-1
9.48254,11.896565,-1
7.587975,11.054347,-1
4.9579234,4.657013,-1
8.906239,11.279303,-1
4.9677916,4.692325,-1
5.515909,7.0612793,-1
9.4147625,3.092301,-1
9.551989,3.272133,15
9.543124,3.286234,-1
9.084824,7.3988657,-1
9.926092,7.645916,-1
8.606432,7.33949,-1
4.9225025,4.597007,-1
11.99384,12.273961,-1
10.809704,10.349604,-1
9.500105,2.8823369,15
7.5273128,9.864559,-1
5.3992486,8.343658,-1
5.3682356,8.306239,-1
11.594856,10.007519,-1
6.414112,5.6608853,-1
10.375029,8.691403,-1
12.0103035,10.405907,-1
4.115811,10.676559,-1
9.097374,3.3262506,-1
7.050818,9.302834,-1
10.8885145,7.8697863,-1
6.857649,7.28591,-1
6.9263825,6.6987453,-1
6.621155,6.298014,-1
6.511478,7.4217086,-1
8.57722,11.542136,-1
6.859708,6.3154883,-1
9.332295,3.5312972,-1
5.0323777,4.6742015,-1
5.014947,4.6877446,-1
5.0261574,4.696732,-1
5.014428,4.68703,-1
9.239278,9.886078,-1
6.9096985,8.654788,-1
5.639014,5.5005875,-1
3.0851285,6.114775,-1
12.020855,8.070162,-1
11.539185,13.711577,-1
7.686962,12.594355,-1
10.98128,10.004371,-1
5.996353,7.1219215,-1
7.8632584,9.047333,-1
11.41871,12.455011,-1
9.573098,11.115155,-1
4.933295,4.6378427,-1
12.851465,11.697737,-1
6.5887804,6.0746026,-1
9.558893,3.1208005,15
9.632598,9.920714,-1
5.824326,5.720776,-1
5.562878,7.0263343,-1
5.226624,6.600319,-1
12.899205,12.097921,-1
8.282502,10.410858,-1
8.315102,10.564534,-1
4.9524813,4.6775146,-1
7.0993176,8.694328,-1
6.583589,7.100931,-1
6.372666,7.031912,-1
10.506304,11.900087,-1
6.6682787,6.9189606,-1
11.249128,8.857854,-1
7.0931845,8.562853,-1
7.20236,9.717041,-1
7.267475,10.133635,-1
11.9901495,11.774874,-1
5.04168,4.710679,-1
5.1479673,4.8437796,-1
4.9807324,4.6477838,-1
7.80015,7.132847,-1
13.552405,12.1028385,-1
12.218101,13.378673,-1
6.4118524,6.8318205,-1
6.630409,6.2082253,-1
12.282646,10.491896,-1
8.041225,6.4061327,-1
9.225035,9.834868,-1
8.523206,11.6187,-1
11.320338,12.032634,-1
10.9021635,10.405526,-1
11.82297,9.792784,-1
12.001942,11.484051,-1
8.660839,11.366803,-1
6.9974885,7.7851553,-1
5.738061,7.183611,-1
7.0235834,6.497975,-1
5.6182165,6.9967985,-1
4.962568,4.6674304,-1
10.278137,10.7700815,-1
5.241295,6.4362836,-1
8.402365,9.8750925,-1
11.812201,11.720802,-1
5.9968534,7.8708754,-1
9.913463,12.04192,-1
9.76162,3.435002,-1
9.764111,9.542464,-1
8.363506,11.647914,-1
7.8854146,10.418978,-1
10.370512,9.226671,-1
8.633351,10.8613205,-1
5.783638,6.2629757,-1
11.004697,13.340489,-1
8.776205,11.185935,-1
10.81286,9.347177,-1
8.630839,10.933822,-1
8.570466,10.977275,-1
4.788614,7.0898166,-1
8.259523,10.990237,-1
10.706899,6.913154,-1
7.8457146,10.5835,-1
8.314285,11.818521,-1
10.03921,9.934776,-1
4.616803,6.911481,-1
7.896797,10.509537,-1
7.890894,10.344212,-1
7.987756,10.674684,-1
7.8806634,10.349686,-1
13.544629,11.036885,-1
10.200731,16.362534,-1
10.264146,13.55378,-1
10.970162,9.809437,-1
9.747809,10.662344,-1
7.843363,10.454511,-1
5.603605,8.22666,-1
7.8933396,10.440068,-1
9.352309,8.889394,-1
5.7070355,7.2552886,-1
7.8782167,10.795133,-1
6.4827995,7.202448,-1
7.904178,10.947904,-1
8.525098,7.4260883,-1
7.734845,10.518888,-1
7.864375,10.64776,-1
5.0959563,7.1473055,-1
6.7442293,7.2796555,-1
6.4592943,6.3044643,-1
7.7813683,10.433431,-1
9.5760355,9.186034,-1
7.893691,10.412028,-1
7.805752,10.440755,-1
9.797424,9.841874,-1
7.0388575,8.321783,-1
7.878181,9.1325,-1
9.217654,9.255189,-1
9.999637,8.584023,-1
6.962173,8.314336,-1
8.027558,10.56224,-1
8.920652,8.825812,-1
7.856476,10.395235,-1
12.293328,10.796217,-1
5.282283,6.4781866,-1
8.34452,7.456624,-1
4.549067,6.9268255,3
12.388315,7.4770856,-1
4.5876107,6.989845,-1
4.547826,6.9441075,3
7.3198204,8.460639,-1
7.109155,10.314785,-1
4.584963,6.955163,-1
7.117202,8.482762,-1
9.689625,8.722575,-1
7.793459,7.450665,-1
10.2541275,8.272498,-1
5.9807477,6.054247,-1
4.5814643,6.9082546,3
7.139712,8.519106,-1
4.541308,6.926591,3
7.3796415,8.227982,-1
4.6584234,6.931884,-1
6.9723964,8.661205,-1
8.559356,8.767239,-1
8.770277,9.436036,-1
10.279427,7.127066,-1
8.628104,8.76701,-1
10.4885235,8.762105,-1
6.5738077,7.095756,-1
4.3187876,6.9479194,3
4.288424,6.99067,-1
6.226638,8.873179,-1
4.626643,6.9115167,-1
7.5474734,12.503958,-1
7.5470486,12.409949,-1
4.2954397,6.9862475,-1
7.7340083,10.404941,-1
4.31385,6.970076,-1
8.267395,10.192375,-1
4.291538,6.9625416,-1
7.650919,9.974354,-1
9.044821,3.3549469,-1
4.614609,6.916175,-1
9.106798,8.363712,-1
9.541743,2.8971093,-1
8.363705,5.1897554,-1
4.7672143,6.828971,3
8.4540615,8.771192,-1
5.051636,6.7277737,-1
4.3978124,6.9665475,3
5.031407,6.9085774,-1
4.8880506,6.957353,-1
6.124797,6.186488,-1
12.703665,9.887583,-1
4.640988,6.907821,-1
5.079572,6.964949,22
4.970217,6.9456916,-1
6.0401483,6.2336707,-1
5.432157,8.2708025,-1
7.1800942,6.5687943,-1
9.848028,9.061537,-1
4.6868305,6.9054337,-1
5.0800533,6.9973884,-1
7.837438,9.936326,-1
7.8853154,10.940171,-1
11.011206,6.763879,-1
11.4143505,8.506765,-1
8.989525,11.697314,-1
5.808088,6.215983,-1
4.6202793,6.949759,-1
11.581979,8.480142,14
6.1960726,6.112369,-1
4.615329,6.849386,-1
4.647166,6.8602314,3
4.6883903,6.9505095,-1
5.7685423,9.281775,-1
6.335007,8.576795,-1
5.8892274,9.44159,-1
5.791626,9.265775,-1
5.7757816,9.249114,-1
4.614653,6.9260516,3
9.175246,3.2182534,-1
4.6810756,6.8511195,-1
8.947231,9.139494,-1
9.348148,9.80485,-1
8.749822,10.544889,-1
4.6519384,6.8855467,-1
4.3207088,6.995486,-1
4.367193,6.971885,-1
6.481719,7.5712323,-1
6.2526135,7.1001234,-1
8.175472,9.778634,-1
9.406094,11.007953,-1
6.0390315,6.202598,-1
11.056123,8.7130575,-1
5.731983,6.2452164,-1
4.6492176,6.8962884,-1
4.5383067,6.939537,3
10.207804,8.617701,-1
4.6491966,7.050623,3
7.1894746,10.247739,-1
4.5920672,7.0393367,3
4.4285297,6.946124,3
9.497136,2.9105704,-1
4.606167,6.926302,-1
9.445212,2.946381,-1
9.502085,7.539038,-1
12.630015,8.305694,-1
9.4639635,7.454421,-1
9.521319,7.50802,-1
10.649422,11.345531,-1
9.699323,7.6207027,-1
4.606863,6.9282484,-1
8.851243,11.341173,-1
5.819199,7.1744275,-1
4.7598124,6.8068113,-1
9.065947,3.2996721,-1
7.606424,9.544843,-1
7.5002413,9.883302,-1
10.047659,8.214481,-1
4.7773623,6.8553257,-1
6.0567727,8.04561,-1
9.438767,2.96429,-1
4.5756226,6.9296947,-1
4.2936683,6.985007,-1
9.150201,3.2583978,-1
4.321984,6.967073,-1
9.073742,3.3057244,-1
4.723037,10.27735,12
7.217083,8.524738,-1
9.078802,3.2906456,-1
4.313093,6.955417,-1
4.5391335,6.9217944,3
9.534467,2.941893,-1
4.577142,6.8860297,-1
10.231165,6.847308,-1
9.924082,11.456614,-1
9.37965,2.880548,-1
9.596994,10.453181,-1
8.88288,8.1216545,-1
5.38228,6.836135,-1
4.5625134,6.9705496,3
9.100053,3.3083353,-1
9.068137,14.599451,-1
6.030392,5.987956,-1
13.278731,7.589919,-1
4.765626,6.8196635,-1
6.178733,5.5968614,-1
10.704982,6.996515,-1
4.540703,6.9780836,3
4.479843,6.93591,3
8.078201,11.89725,-1
4.7126594,6.7940283,-1
4.5937285,6.9452763,-1
6.930915,6.100292,-1
8.286688,9.004109,-1
15.581613,12.375995,-1
7.8234053,9.877142,-1
5.96588,6.111789,-1
6.875831,6.256361,-1
6.530759,6.7939215,-1
5.8250046,6.2128243,-1
4.552557,6.919026,3
4.6596766,6.8918424,3
4.6275206,6.9345455,3
9.510968,2.8707097,-1
9.439759,2.9703655,-1
5.3289056,8.475272,-1
13.564509,8.756158,-1
9.52127,3.0410237,-1
11.036016,9.988618,-1
9.494151,9.890361,-1
8.852139,10.583401,-1
6.2078195,9.084753,-1
6.1408157,9.077784,-1
6.249042,9.1089945,-1
7.6963453,10.132829,-1
4.5872774,6.932774,3
9.188844,3.2105486,-1
8.636043,8.467566,-1
4.6089926,6.984933,-1
5.0070443,7.251973,-1
6.1183505,5.607706,-1
5.6929216,8.229327,-1
6.064472,5.6246004,-1
4.5267577,6.9354863,3
4.855472,6.876136,-1
12.685947,11.3231125,-1
9.956229,11.18308,-1
8.422571,9.116231,-1
6.802285,5.8797493,-1
8.5217285,9.235439,-1
8.387672,9.368463,-1
9.83838,8.545409,-1
7.9286256,5.5764413,-1
11.420568,11.500577,-1
8.597502,7.9409695,-1
10.197331,9.310476,-1
6.842707,7.9415326,-1
7.895269,5.454239,-1
7.7563577,5.666901,-1
11.19888,9.039108,-1
5.68345,6.463072,-1
14.384268,10.39583,-1
5.6055856,6.14987,-1
7.479252,5.004708,-1
7.57107,6.332214,-1
7.836852,5.5539546,-1
8.318908,9.148065,-1
7.431234,8.254909,-1
